Species,Location,GISD_status,EASIN_status,invasive_flag
Skeletonema pseudocostatum,Spain,Skeletonema pseudocostatum; Not in GISD,Not_listed,GISD_listed_globally
Skistodiaptomus pallidus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Solaster endeca,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Solmundella bitentaculata,Greece,Solmundella bitentaculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Spermatochnus paradoxus,Greece,Spermatochnus paradoxus; Not in GISD,No_EASIN_data,GISD_listed_globally
Sphyraena viridensis,Italy,Sphyraena viridensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Spio decorata,Greece,Spio decorata; Not in GISD,No_EASIN_data,GISD_listed_globally
Spio decorata,Netherlands,Spio decorata; Not in GISD,No_EASIN_data,GISD_listed_globally
Spio decorata,Norway,Spio decorata; Not in GISD,No_EASIN_data,GISD_listed_globally
Spio decorata,Spain,Spio decorata; Not in GISD,Not_listed,GISD_listed_globally
Spiophanes bombyx,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Spurilla neapolitana,Greece,Spurilla neapolitana; Not in GISD,No_EASIN_data,GISD_listed_globally
Spurilla neapolitana,Italy,Spurilla neapolitana; Not in GISD,No_EASIN_data,GISD_listed_globally
Spurilla neapolitana,Portugal,Spurilla neapolitana; Not in GISD,No_EASIN_data,GISD_listed_globally
Spurilla neapolitana,Spain,Spurilla neapolitana; Not in GISD,Not_listed,GISD_listed_globally
Squamamoeba japonica,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Stephanopyxis turris,Netherlands,Stephanopyxis turris; Not in GISD,No_EASIN_data,GISD_listed_globally
Stephanopyxis turris,Portugal,Stephanopyxis turris; Not in GISD,No_EASIN_data,GISD_listed_globally
Steromphala cineraria,United Kingdom,Steromphala cineraria; Not in GISD,No_EASIN_data,GISD_listed_globally
Sthenelais boa,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Sthenelais boa,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Streblospio benedicti,Netherlands,Streblospio benedicti; Not in GISD,No_EASIN_data,GISD_listed_globally
Stypopodium schimperi,Greece,Stypopodium schimperi; Not in GISD,No_EASIN_data,GISD_listed_globally
Subadyte pellucida,Greece,Subadyte pellucida; Not in GISD,No_EASIN_data,GISD_listed_globally
Subadyte pellucida,Spain,Subadyte pellucida; Not in GISD,Not_listed,GISD_listed_globally
Sulcospira paludiformis,Germany,Sulcospira paludiformis; Not in GISD,No_EASIN_data,GISD_listed_globally
Sundstroemia setigera,Germany,Sundstroemia setigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Sundstroemia setigera,Greece,Sundstroemia setigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Sundstroemia setigera,Netherlands,Sundstroemia setigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Sundstroemia setigera,Portugal,Sundstroemia setigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Sundstroemia setigera,Spain,Sundstroemia setigera; Not in GISD,Not_listed,GISD_listed_globally
Sundstroemia setigera,United Kingdom,Sundstroemia setigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Syllis crassicirrata,Greece,Syllis crassicirrata; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta baltica,Germany,Synchaeta baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta baltica,Netherlands,Synchaeta baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta baltica,Norway,Synchaeta baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta baltica,Poland,Synchaeta baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta baltica,Ukraine,Synchaeta baltica; Not in GISD,Country_not_mapped,GISD_listed_globally
Synchaeta grandis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta grimpei,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta grimpei,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta hutchingsi,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta hutchingsi,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta oblonga,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Synchaeta triophthalma,Greece,Synchaeta triophthalma; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta triophthalma,Netherlands,Synchaeta triophthalma; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta triophthalma,Norway,Synchaeta triophthalma; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta triophthalma,Portugal,Synchaeta triophthalma; Not in GISD,No_EASIN_data,GISD_listed_globally
Synchaeta vorax,Netherlands,Synchaeta vorax; Not in GISD,No_EASIN_data,GISD_listed_globally
Synura petersenii,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tachidius discipes,Denmark,Tachidius discipes; Not in GISD,No_EASIN_data,GISD_listed_globally
Tachidius discipes,Netherlands,Tachidius discipes; Not in GISD,No_EASIN_data,GISD_listed_globally
Tachidius discipes,Norway,Tachidius discipes; Not in GISD,No_EASIN_data,GISD_listed_globally
Tanytarsus signatus,Italy,Tanytarsus signatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Tausonia pullulans,Denmark,Tausonia pullulans; Not in GISD,No_EASIN_data,GISD_listed_globally
Tedania ignis,Greece,Tedania ignis; Not in GISD,No_EASIN_data,GISD_listed_globally
Teleaulax amphioxeia,Netherlands,Teleaulax amphioxeia; Not in GISD,No_EASIN_data,GISD_listed_globally
Teleaulax amphioxeia,Norway,Teleaulax amphioxeia; Not in GISD,No_EASIN_data,GISD_listed_globally
Teleaulax amphioxeia,United Kingdom,Teleaulax amphioxeia; Not in GISD,No_EASIN_data,GISD_listed_globally
Tellimya ferruginosa,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tellimya ferruginosa,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Telmatogeton japonicus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Telmatogeton japonicus,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Temora stylifera,France,Temora stylifera; Not in GISD,Not_listed,GISD_listed_globally
Temora stylifera,Greece,Temora stylifera; Not in GISD,No_EASIN_data,GISD_listed_globally
Temora stylifera,Portugal,Temora stylifera; Not in GISD,No_EASIN_data,GISD_listed_globally
Temora stylifera,Spain,Temora stylifera; Not in GISD,Not_listed,GISD_listed_globally
Temora stylifera,Ukraine,Temora stylifera; Not in GISD,Country_not_mapped,GISD_listed_globally
Tenellia adspersa,Italy,Tenellia adspersa; Not in GISD,No_EASIN_data,GISD_listed_globally
Tenellia adspersa,Ukraine,Tenellia adspersa; Not in GISD,Country_not_mapped,GISD_listed_globally
Terebella lapidaria,Spain,Terebella lapidaria; Not in GISD,Not_listed,GISD_listed_globally
Tergipes tergipes,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tergipes tergipes,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Tergipes tergipes,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Tethya citrina,Greece,Tethya citrina; Not in GISD,No_EASIN_data,GISD_listed_globally
Tetracladium breve,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tetraselmis marina,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Thalassionema nitzschioides,Netherlands,Thalassionema nitzschioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassionema nitzschioides,Portugal,Thalassionema nitzschioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassionema nitzschioides,United Kingdom,Thalassionema nitzschioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira nordenskioeldii,Netherlands,Thalassiosira nordenskioeldii; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira nordenskioeldii,Portugal,Thalassiosira nordenskioeldii; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira nordenskioeldii,United Kingdom,Thalassiosira nordenskioeldii; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira profunda,France,Thalassiosira profunda; Not in GISD,Not_listed,GISD_listed_globally
Thalassiosira profunda,Greece,Thalassiosira profunda; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira profunda,Italy,Thalassiosira profunda; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira profunda,Spain,Thalassiosira profunda; Not in GISD,Not_listed,GISD_listed_globally
Thalassiosira pseudonana,Finland,Thalassiosira pseudonana; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira pseudonana,NA,Thalassiosira pseudonana; Not in GISD,Country_not_mapped,GISD_listed_globally
Thalassiosira pseudonana,Netherlands,Thalassiosira pseudonana; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira pseudonana,Portugal,Thalassiosira pseudonana; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira pseudonana,Ukraine,Thalassiosira pseudonana; Not in GISD,Country_not_mapped,GISD_listed_globally
Thalassiosira punctigera,Netherlands,Thalassiosira punctigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira punctigera,Norway,Thalassiosira punctigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira punctigera,United Kingdom,Thalassiosira punctigera; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira rotula,Netherlands,Thalassiosira rotula; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira rotula,Portugal,Thalassiosira rotula; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalassiosira rotula,United Kingdom,Thalassiosira rotula; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalestris longimana,Netherlands,Thalestris longimana; Not in GISD,No_EASIN_data,GISD_listed_globally
Thalestris longimana,Norway,Thalestris longimana; Not in GISD,No_EASIN_data,GISD_listed_globally
Thermocyclops crassus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Tricellaria inopinata,Norway,Tricellaria inopinata; Not in GISD,No_EASIN_data,GISD_listed_globally
Tricellaria inopinata,Portugal,Tricellaria inopinata; Not in GISD,No_EASIN_data,GISD_listed_globally
Tricellaria ternata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Trichogloeopsis pedicellata,Greece,Trichogloeopsis pedicellata; Not in GISD,No_EASIN_data,GISD_listed_globally
Tricolia pullus,Spain,Tricolia pullus; Not in GISD,Not_listed,GISD_listed_globally
Triconia minuta,Italy,Triconia minuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres chinensis,Greece,Trieres chinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres chinensis,Netherlands,Trieres chinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres chinensis,Norway,Trieres chinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres chinensis,Portugal,Trieres chinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres chinensis,Spain,Trieres chinensis; Not in GISD,Not_listed,GISD_listed_globally
Trieres chinensis,United Kingdom,Trieres chinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Trieres regia,Netherlands,Trieres regia; Not in GISD,No_EASIN_data,GISD_listed_globally
Trithemis kirbyi,Greece,Trithemis kirbyi; Not in GISD,No_EASIN_data,GISD_listed_globally
Trithemis kirbyi,Italy,Trithemis kirbyi; Not in GISD,No_EASIN_data,GISD_listed_globally
Trithemis kirbyi,Spain,Trithemis kirbyi; Not in GISD,Not_listed,GISD_listed_globally
Tritia reticulata,Portugal,Tritia reticulata; Not in GISD,No_EASIN_data,GISD_listed_globally
Tubulanus annulatus,Norway,Tubulanus annulatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Turritopsis dohrnii,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Tvetenia calvescens,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Ulnaria danica,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Vannella simplex,United Kingdom,Vannella simplex; Not in GISD,No_EASIN_data,GISD_listed_globally
Verruca stroemia,Norway,Verruca stroemia; Not in GISD,No_EASIN_data,GISD_listed_globally
Verruca stroemia,Portugal,Verruca stroemia; Not in GISD,No_EASIN_data,GISD_listed_globally
Verruca stroemia,Spain,Verruca stroemia; Not in GISD,Not_listed,GISD_listed_globally
Verruca stroemia,United Kingdom,Verruca stroemia; Not in GISD,No_EASIN_data,GISD_listed_globally
Vexillifera kereti,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Watersipora subtorquata,Greece,Watersipora subtorquata; Invasive,No_EASIN_data,GISD_listed_globally
Watersipora subtorquata,Italy,Watersipora subtorquata; Invasive,No_EASIN_data,GISD_listed_globally
Xantho poressa,Spain,Xantho poressa; Not in GISD,Not_listed,GISD_listed_globally
Xylophaga dorsalis,Greece,Xylophaga dorsalis; Not in GISD,No_EASIN_data,GISD_listed_globally
Xylophaga dorsalis,Norway,Xylophaga dorsalis; Not in GISD,No_EASIN_data,GISD_listed_globally
Zanclea giancarloi,Italy,Zanclea giancarloi; Not in GISD,No_EASIN_data,GISD_listed_globally
Zygomolgus dentatus,Portugal,Zygomolgus dentatus; Not in GISD,No_EASIN_data,GISD_listed_globally
uncultured Corallinales,Greece,uncultured Corallinales; Not in GISD,No_EASIN_data,GISD_listed_globally
uncultured Oomycota,Norway,Invasive,No_EASIN_data,GISD_listed_globally
uncultured diatom,Denmark,uncultured diatom; Not in GISD,No_EASIN_data,GISD_listed_globally
uncultured diatom,Norway,uncultured diatom; Not in GISD,No_EASIN_data,GISD_listed_globally
uncultured diatom,Portugal,uncultured diatom; Not in GISD,No_EASIN_data,GISD_listed_globally
