Species,Location,EASIN_status,GISD_status,invasive_flag
Pseudo-nitzschia plurisecta,Spain,Not_listed,Pseudo-nitzschia plurisecta; Not in GISD,GISD_listed_globally
Pseudo-nitzschia pseudodelicatissima,Spain,Not_listed,Pseudo-nitzschia pseudodelicatissima; Not in GISD,GISD_listed_globally
Pseudochattonella farcimen,Spain,Not_listed,Pseudochattonella farcimen; Not in GISD,GISD_listed_globally
Pseudostephanoeca paucicostata,Spain,Not_listed,Pseudostephanoeca paucicostata; Not in GISD,GISD_listed_globally
Rocellaria dubia,Spain,Not_listed,Rocellaria dubia; Not in GISD,GISD_listed_globally
Sabellaria spinulosa,Spain,Not_listed,Sabellaria spinulosa; Not in GISD,GISD_listed_globally
Skeletonema menzelii,Spain,Not_listed,Skeletonema menzelii; Not in GISD,GISD_listed_globally
Skeletonema pseudocostatum,Spain,Not_listed,Skeletonema pseudocostatum; Not in GISD,GISD_listed_globally
Spio decorata,Spain,Not_listed,Spio decorata; Not in GISD,GISD_listed_globally
Spurilla neapolitana,Spain,Not_listed,Spurilla neapolitana; Not in GISD,GISD_listed_globally
Subadyte pellucida,Spain,Not_listed,Subadyte pellucida; Not in GISD,GISD_listed_globally
Sundstroemia setigera,Spain,Not_listed,Sundstroemia setigera; Not in GISD,GISD_listed_globally
Temora stylifera,Spain,Not_listed,Temora stylifera; Not in GISD,GISD_listed_globally
Terebella lapidaria,Spain,Not_listed,Terebella lapidaria; Not in GISD,GISD_listed_globally
Thalassiosira profunda,Spain,Not_listed,Thalassiosira profunda; Not in GISD,GISD_listed_globally
Tricolia pullus,Spain,Not_listed,Tricolia pullus; Not in GISD,GISD_listed_globally
Trieres chinensis,Spain,Not_listed,Trieres chinensis; Not in GISD,GISD_listed_globally
Trithemis kirbyi,Spain,Not_listed,Trithemis kirbyi; Not in GISD,GISD_listed_globally
Verruca stroemia,Spain,Not_listed,Verruca stroemia; Not in GISD,GISD_listed_globally
Xantho poressa,Spain,Not_listed,Xantho poressa; Not in GISD,GISD_listed_globally
Acartia clausii,Ukraine,Country_not_mapped,Acartia clausii; Not in GISD,GISD_listed_globally
Acartia tonsa,Ukraine,Country_not_mapped,Acartia tonsa; Not in GISD,GISD_listed_globally
Alitta succinea,Ukraine,Country_not_mapped,Alitta succinea; Invasive,GISD_listed_globally
Amphibalanus eburneus,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Amphibalanus improvisus,Ukraine,Country_not_mapped,Amphibalanus improvisus; Not in GISD,GISD_listed_globally
Ampithoe ramondi,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Ascidia ahodori,Ukraine,Country_not_mapped,Ascidia ahodori; Not in GISD,GISD_listed_globally
Aurelia aurita,Ukraine,Country_not_mapped,Aurelia aurita; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,Ukraine,Country_not_mapped,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,Ukraine,Country_not_mapped,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Bittium reticulatum,Ukraine,Country_not_mapped,Bittium reticulatum; Not in GISD,GISD_listed_globally
Brachionus calyciflorus,Ukraine,Country_not_mapped,Brachionus calyciflorus; Not in GISD,GISD_listed_globally
Centropages ponticus,Ukraine,Country_not_mapped,Centropages ponticus; Not in GISD,GISD_listed_globally
Chaetoceros socialis,Ukraine,Country_not_mapped,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chironomus salinarius,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Chthamalus montagui,Ukraine,Country_not_mapped,Chthamalus montagui; Not in GISD,GISD_listed_globally
Cobitis atlantica,Ukraine,Country_not_mapped,Cobitis atlantica; Not in GISD,GISD_listed_globally
Cylindrotheca closterium,Ukraine,Country_not_mapped,Cylindrotheca closterium; Not in GISD,GISD_listed_globally
Diadumene lineata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Eurytemora velox,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Gonothyraea loveni,Ukraine,Country_not_mapped,Gonothyraea loveni; Not in GISD,GISD_listed_globally
Haliclystus tenuis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Hartlaubella gelatinosa,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Heterosigma akashiwo,Ukraine,Country_not_mapped,Heterosigma akashiwo; Not in GISD,GISD_listed_globally
Hydrobius fuscipes,Ukraine,Country_not_mapped,Hydrobius fuscipes; Not in GISD,GISD_listed_globally
Idotea baltica,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Isochrysis galbana,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Leucocryptos marina,Ukraine,Country_not_mapped,Leucocryptos marina; Not in GISD,GISD_listed_globally
Micromonas pusilla,Ukraine,Country_not_mapped,Micromonas pusilla; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,Ukraine,Country_not_mapped,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Monocorophium insidiosum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Mytilaster solidus,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Ostreococcus tauri,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Palaemon elegans,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Paramoeba aestuarina,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Parvamoeba rugata,Ukraine,Country_not_mapped,Parvamoeba rugata; Not in GISD,GISD_listed_globally
Penilia avirostris,Ukraine,Country_not_mapped,Penilia avirostris; Not in GISD,GISD_listed_globally
Petalonia fascia,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Platynereis dumerilii,Ukraine,Country_not_mapped,Platynereis dumerilii; Not in GISD,GISD_listed_globally
Pleopis polyphemoides,Ukraine,Country_not_mapped,Pleopis polyphemoides; Not in GISD,GISD_listed_globally
Podonevadne trigona,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Polydora cornuta,Ukraine,Country_not_mapped,Polydora cornuta; Not in GISD,GISD_listed_globally
Protosuberites mereui,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Pseudanabaena galeata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Pseudevadne tergestina,Ukraine,Country_not_mapped,Pseudevadne tergestina; Not in GISD,GISD_listed_globally
Pseudochattonella verruculosa,Ukraine,Country_not_mapped,Pseudochattonella verruculosa; Not in GISD,GISD_listed_globally
Pythium oryzicollum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Scolelepis cirratulus,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Scolelepis mesnili,Ukraine,Country_not_mapped,Scolelepis mesnili; Not in GISD,GISD_listed_globally
Setia turriculata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Skeletonema menzelii,Ukraine,Country_not_mapped,Skeletonema menzelii; Not in GISD,GISD_listed_globally
Skeletonema potamos,Ukraine,Country_not_mapped,Skeletonema potamos; Not in GISD,GISD_listed_globally
Squamamoeba japonica,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Synchaeta baltica,Ukraine,Country_not_mapped,Synchaeta baltica; Not in GISD,GISD_listed_globally
Telmatogeton japonicus,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Temora stylifera,Ukraine,Country_not_mapped,Temora stylifera; Not in GISD,GISD_listed_globally
Tenellia adspersa,Ukraine,Country_not_mapped,Tenellia adspersa; Not in GISD,GISD_listed_globally
Thalassiosira pseudonana,Ukraine,Country_not_mapped,Thalassiosira pseudonana; Not in GISD,GISD_listed_globally
Amphilectus fucorum,United Kingdom,No_EASIN_data,Amphilectus fucorum; Not in GISD,GISD_listed_globally
Asterionellopsis lenisilicea,United Kingdom,No_EASIN_data,Asterionellopsis lenisilicea; Not in GISD,GISD_listed_globally
Aulacoseira ambigua,United Kingdom,No_EASIN_data,Aulacoseira ambigua; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,United Kingdom,No_EASIN_data,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Austrominius modestus,United Kingdom,No_EASIN_data,Austrominius modestus; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,United Kingdom,No_EASIN_data,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Bombus terrestris,United Kingdom,No_EASIN_data,Bombus terrestris; Not in GISD,GISD_listed_globally
Celleporella hyalina,United Kingdom,No_EASIN_data,Celleporella hyalina; Not in GISD,GISD_listed_globally
Chaetoceros socialis,United Kingdom,No_EASIN_data,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chloroparvula pacifica,United Kingdom,No_EASIN_data,Chloroparvula pacifica; Not in GISD,GISD_listed_globally
Chthamalus stellatus,United Kingdom,No_EASIN_data,Chthamalus stellatus; Not in GISD,GISD_listed_globally
Cordylophora caspia,United Kingdom,No_EASIN_data,Cordylophora caspia; Not in GISD,GISD_listed_globally
Coscinodiscus granii,United Kingdom,No_EASIN_data,Coscinodiscus granii; Not in GISD,GISD_listed_globally
Cradoscrupocellaria reptans,United Kingdom,No_EASIN_data,Cradoscrupocellaria reptans; Not in GISD,GISD_listed_globally
Cyclostephanos dubius,United Kingdom,No_EASIN_data,Cyclostephanos dubius; Not in GISD,GISD_listed_globally
Dendrodoa grossularia,United Kingdom,No_EASIN_data,Dendrodoa grossularia; Not in GISD,GISD_listed_globally
Ditylum brightwellii,United Kingdom,No_EASIN_data,Ditylum brightwellii; Not in GISD,GISD_listed_globally
Ectocarpus fasciculatus,United Kingdom,No_EASIN_data,Ectocarpus fasciculatus; Not in GISD,GISD_listed_globally
Electra pilosa,United Kingdom,No_EASIN_data,Electra pilosa; Not in GISD,GISD_listed_globally
Guinardia delicatula,United Kingdom,No_EASIN_data,Guinardia delicatula; Not in GISD,GISD_listed_globally
Jassa pusilla,United Kingdom,No_EASIN_data,Jassa pusilla; Not in GISD,GISD_listed_globally
Jorunna tomentosa,United Kingdom,No_EASIN_data,Jorunna tomentosa; Not in GISD,GISD_listed_globally
Malacoceros fuliginosus,United Kingdom,No_EASIN_data,Malacoceros fuliginosus; Not in GISD,GISD_listed_globally
Mastocarpus stellatus,United Kingdom,No_EASIN_data,Mastocarpus stellatus; Not in GISD,GISD_listed_globally
Membranipora membranacea,United Kingdom,No_EASIN_data,Membranipora membranacea; Not in GISD,GISD_listed_globally
Metriocnemus albolineatus,United Kingdom,No_EASIN_data,Metriocnemus albolineatus; Not in GISD,GISD_listed_globally
Micromonas pusilla,United Kingdom,No_EASIN_data,Micromonas pusilla; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,United Kingdom,No_EASIN_data,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Neobrightwellia alternans,United Kingdom,No_EASIN_data,Neobrightwellia alternans; Not in GISD,GISD_listed_globally
Nephtys hombergii,United Kingdom,No_EASIN_data,Nephtys hombergii; Not in GISD,GISD_listed_globally
Oithona nana,United Kingdom,No_EASIN_data,Oithona nana; Not in GISD,GISD_listed_globally
Oscarella balibaloi,United Kingdom,No_EASIN_data,Oscarella balibaloi; Not in GISD,GISD_listed_globally
Paracalanus parvus,United Kingdom,No_EASIN_data,Paracalanus parvus; Not in GISD,GISD_listed_globally
Paralemanea annulata,United Kingdom,No_EASIN_data,Paralemanea annulata; Not in GISD,GISD_listed_globally
Paramoeba pemaquidensis,United Kingdom,No_EASIN_data,Paramoeba pemaquidensis; Not in GISD,GISD_listed_globally
Patella pellucida,United Kingdom,No_EASIN_data,Patella pellucida; Not in GISD,GISD_listed_globally
Pelagomonas calceolata,United Kingdom,No_EASIN_data,Pelagomonas calceolata; Not in GISD,GISD_listed_globally
Phaeocystis globosa,United Kingdom,No_EASIN_data,Phaeocystis globosa; Not in GISD,GISD_listed_globally
Pholoe baltica,United Kingdom,No_EASIN_data,Pholoe baltica; Not in GISD,GISD_listed_globally
Phymatolithon lenormandii,United Kingdom,No_EASIN_data,Phymatolithon lenormandii; Not in GISD,GISD_listed_globally
Pseudo-nitzschia plurisecta,United Kingdom,No_EASIN_data,Pseudo-nitzschia plurisecta; Not in GISD,GISD_listed_globally
Pseudo-nitzschia pungens,United Kingdom,No_EASIN_data,Pseudo-nitzschia pungens; Not in GISD,GISD_listed_globally
Pseudochattonella verruculosa,United Kingdom,No_EASIN_data,Pseudochattonella verruculosa; Not in GISD,GISD_listed_globally
Semibalanus balanoides,United Kingdom,No_EASIN_data,Semibalanus balanoides; Not in GISD,GISD_listed_globally
Skeletonema dohrnii,United Kingdom,No_EASIN_data,Skeletonema dohrnii; Not in GISD,GISD_listed_globally
Steromphala cineraria,United Kingdom,No_EASIN_data,Steromphala cineraria; Not in GISD,GISD_listed_globally
Sundstroemia setigera,United Kingdom,No_EASIN_data,Sundstroemia setigera; Not in GISD,GISD_listed_globally
Teleaulax amphioxeia,United Kingdom,No_EASIN_data,Teleaulax amphioxeia; Not in GISD,GISD_listed_globally
Thalassionema nitzschioides,United Kingdom,No_EASIN_data,Thalassionema nitzschioides; Not in GISD,GISD_listed_globally
Thalassiosira nordenskioeldii,United Kingdom,No_EASIN_data,Thalassiosira nordenskioeldii; Not in GISD,GISD_listed_globally
Thalassiosira punctigera,United Kingdom,No_EASIN_data,Thalassiosira punctigera; Not in GISD,GISD_listed_globally
Thalassiosira rotula,United Kingdom,No_EASIN_data,Thalassiosira rotula; Not in GISD,GISD_listed_globally
Trieres chinensis,United Kingdom,No_EASIN_data,Trieres chinensis; Not in GISD,GISD_listed_globally
Vannella simplex,United Kingdom,No_EASIN_data,Vannella simplex; Not in GISD,GISD_listed_globally
Verruca stroemia,United Kingdom,No_EASIN_data,Verruca stroemia; Not in GISD,GISD_listed_globally
